index,National Weighted Ratio,Highest Weighted-Ratio State,Lowest Weighted-Ratio State,Highest Weighted-Ratio DRG,Highest Weighted-Ratio Provider,Total Discharges,Unique Provider Count
0,6.09,NV (10.75),MD (1.21),KIDNEY TRANSPLANT (12.67),Capital Health Medical Center - Hopewell (29.13),4952481,2906
